,City,Country,Lat,Long,Max Temp,Humidity,Wind Speed,Cloud Cover
872,Werda,BW,-25.27,23.28,18.91,18,3.47,Clear
873,Vila Franca do Campo,PT,37.72,-25.43,16.0,82,9.3,Clouds
874,Vila Franca do Campo,PT,37.72,-25.43,16.0,82,9.3,Clouds
875,Kachug,RU,53.96,105.88,3.81,58,1.53,Clouds
876,Kachug,RU,53.96,105.88,3.81,58,1.53,Clouds
877,Valparaíso,CL,-33.04,-71.63,21.0,42,7.2,Clouds
878,Valparaíso,CL,-33.04,-71.63,21.0,42,7.2,Clouds
879,Tilichiki,RU,60.47,166.1,-4.63,94,3.85,Clouds
880,Tilichiki,RU,60.47,166.1,-4.63,94,3.85,Clouds
881,Oddur,SO,4.12,43.89,25.1,64,5.22,Clouds
882,Oddur,SO,4.12,43.89,25.1,64,5.22,Clouds
883,Carnot,CF,4.94,15.87,22.54,74,0.75,Clouds
884,Carnot,CF,4.94,15.87,22.54,74,0.75,Clouds
885,Bathsheba,BB,13.22,-59.52,28.0,74,9.3,Clouds
886,Bathsheba,BB,13.22,-59.52,28.0,74,9.3,Clouds
887,Bosaso,SO,11.28,49.18,31.46,63,2.99,Clouds
888,Bosaso,SO,11.28,49.18,31.46,63,2.99,Clouds
889,Suşehri,TR,40.16,38.09,9.47,54,1.02,Rain
890,Suşehri,TR,40.16,38.09,9.47,54,1.02,Rain
891,Khani,GE,41.96,42.96,16.0,82,5.1,Rain
892,Khani,GE,41.96,42.96,16.0,82,5.1,Rain
893,Akom,CM,2.67,12.71,20.86,78,1.19,Clouds
894,Akom,CM,2.67,12.71,20.86,78,1.19,Clouds
895,Chunoyar,RU,57.45,97.32,8.79,72,3.53,Clouds
896,Chunoyar,RU,57.45,97.32,8.79,72,3.53,Clouds
897,Anchorage,US,61.22,-149.9,11.11,57,4.1,Clouds
898,Anchorage,US,61.22,-149.9,11.11,57,4.1,Clouds
899,Burnie,AU,-41.07,145.92,11.11,82,3.13,Clear
900,Burnie,AU,-41.07,145.92,11.11,82,3.13,Clear
901,Kitob,UZ,39.08,66.83,15.23,62,0.44,Rain
902,Kitob,UZ,39.08,66.83,15.23,62,0.44,Rain
903,Puerto Baquerizo Moreno,EC,-0.9,-89.6,27.0,83,7.2,Clouds
904,Puerto Baquerizo Moreno,EC,-0.9,-89.6,27.0,83,7.2,Clouds
905,Srednekolymsk,RU,67.45,153.68,-2.29,97,3.98,Clouds
906,Srednekolymsk,RU,67.45,153.68,-2.29,97,3.98,Clouds
907,Pizarro,CO,4.95,-77.37,27.92,78,2.71,Clouds
908,Pizarro,CO,4.95,-77.37,27.92,78,2.71,Clouds
909,Hong Gai,VN,20.96,107.09,27.0,88,3.6,Clouds
910,Hong Gai,VN,20.96,107.09,27.0,88,3.6,Clouds
911,Comarapa,BO,-17.9,-64.48,15.87,53,1.56,Clouds
912,Comarapa,BO,-17.9,-64.48,15.87,53,1.56,Clouds
913,Šibenik,HR,43.73,15.91,16.0,41,2.1,Clouds
914,Šibenik,HR,43.73,15.91,16.0,41,2.1,Clouds
915,Najrān,SA,17.49,44.13,20.0,94,4.1,Rain
916,Yar-Sale,RU,66.83,70.83,-10.69,91,2.74,Clouds
917,Yar-Sale,RU,66.83,70.83,-10.69,91,2.74,Clouds
918,Honningsvåg,NO,70.98,25.97,4.0,77,7.7,Rain
919,Honningsvåg,NO,70.98,25.97,4.0,77,7.7,Rain
920,Kurchum,KZ,48.57,83.65,5.3,56,4.9,Clear
921,Kurchum,KZ,48.57,83.65,5.3,56,4.9,Clear
922,Sorong,ID,-0.88,131.25,27.39,79,2.91,Clouds
923,Sorong,ID,-0.88,131.25,27.39,79,2.91,Clouds
924,Wajima,JP,37.4,136.9,11.91,77,4.46,Clouds
925,Wajima,JP,37.4,136.9,11.91,77,4.46,Clouds
926,Rognan,NO,67.1,15.39,4.44,86,1.68,Clouds
927,Rognan,NO,67.1,15.39,4.44,86,1.68,Clouds
928,Saint-Philippe,RE,-21.36,55.77,24.0,73,2.6,Clouds
929,Saint-Philippe,RE,-21.36,55.77,24.0,73,2.6,Clouds
930,Sault Ste. Marie,CA,46.52,-84.33,6.0,48,6.7,Clear
931,Sault Ste. Marie,CA,46.52,-84.33,6.0,48,6.7,Clear
932,Camalú,MX,30.84,-116.06,23.33,43,6.71,Clear
933,Camalú,MX,30.85,-116.07,23.89,43,5.81,Clear
934,Guangyuan,CN,32.44,105.82,19.48,59,2.0,Clear
935,Guangyuan,CN,32.44,105.82,19.48,59,2.0,Clear
936,Paralímni,CY,35.04,33.98,17.0,88,1.5,Clouds
937,Paralímni,CY,35.04,33.98,17.0,88,1.5,Clouds
938,Lanzhou,CN,36.06,103.79,13.89,28,0.68,Clouds
939,Lanzhou,CN,36.06,103.79,13.89,28,0.68,Clouds
940,Chālūs,IR,36.66,51.42,20.0,56,1.0,Clouds
941,Zyryanka,RU,65.75,150.85,-3.37,96,2.62,Clouds
942,Zyryanka,RU,65.75,150.85,-3.37,96,2.62,Clouds
943,Ketchikan,US,55.34,-131.65,13.0,43,8.2,Clouds
944,Ketchikan,US,55.34,-131.65,13.0,43,8.2,Clouds
945,Verkh-Usugli,RU,52.7,115.17,3.0,53,1.0,Clear
946,Verkh-Usugli,RU,52.7,115.17,3.0,53,1.0,Clear
947,Caluquembe,AO,-13.78,14.68,15.63,39,0.88,Clouds
948,Caluquembe,AO,-13.78,14.68,15.63,39,0.88,Clouds
949,Kyra,RU,49.58,111.98,4.86,44,0.86,Clear
950,Kyra,RU,49.58,111.98,4.86,44,0.86,Clear
951,West Plains,US,36.73,-91.85,15.0,87,3.1,Rain
952,West Plains,US,36.73,-91.85,15.0,87,3.1,Rain
953,San Rafael,AR,-34.62,-68.33,19.97,39,3.75,Clouds
954,San Rafael,AR,-34.62,-68.33,19.97,39,3.75,Clouds
955,Ulladulla,AU,-35.35,150.47,10.0,87,5.1,Clouds
956,Ulladulla,AU,-35.35,150.47,10.0,87,5.1,Clouds
957,Beruwala,LK,6.48,79.98,27.82,81,1.41,Clouds
958,Beruwala,LK,6.48,79.98,27.82,81,1.41,Clouds
959,Mitsamiouli,KM,-11.38,43.28,27.6,78,5.34,Rain
960,Mitsamiouli,KM,-11.38,43.28,27.6,78,5.34,Rain
961,Newcastle,AU,-32.93,151.78,14.44,100,3.1,Rain
962,Newcastle,AU,-32.93,151.78,14.44,100,3.1,Rain
963,Roald,NO,62.58,6.13,3.89,74,2.1,Clouds
964,Roald,NO,62.58,6.13,3.89,74,2.1,Clouds
965,Salalah,OM,17.02,54.09,29.0,83,3.1,Clouds
966,Salalah,OM,17.02,54.09,29.0,83,3.1,Clouds
967,Muros,ES,42.78,-9.06,16.11,79,7.15,Rain
968,Muros,ES,42.78,-9.06,16.11,79,7.15,Rain
969,Pandan,PH,14.05,124.17,27.57,85,3.87,Clouds
970,Pandan,PH,14.05,124.17,27.57,85,3.87,Clouds
971,Morong,PH,14.51,121.24,29.0,79,2.1,Clouds
972,Morong,PH,14.51,121.24,29.0,79,2.1,Clouds
973,Escanaba,US,45.75,-87.06,8.33,36,5.1,Clear
974,Escanaba,US,45.75,-87.06,8.33,36,5.1,Clear
975,Abbiategrasso,IT,45.4,8.92,18.89,48,1.34,Clouds
976,Abbiategrasso,IT,45.4,8.92,18.89,48,1.34,Clouds
977,Jinji,CN,23.23,110.83,24.46,91,0.17,Clouds
978,Jinji,CN,23.23,110.83,24.46,91,0.17,Clouds
979,Moerai,PF,-22.43,-151.33,25.99,80,7.87,Clouds
980,Moerai,PF,-22.43,-151.33,25.99,80,7.87,Clouds
981,Ambon City,ID,-3.7,128.18,25.0,94,2.6,Clouds
982,Hayden,US,47.77,-116.79,15.56,33,3.6,Clear
983,Hayden,US,47.77,-116.79,15.56,33,3.6,Clear
984,Puerto Escondido,MX,15.85,-97.07,31.0,66,2.6,Clouds
985,Puerto Escondido,MX,15.85,-97.07,31.0,66,2.6,Clouds
986,Mountain Home,US,43.13,-115.69,19.0,15,2.6,Clear
987,Mountain Home,US,43.13,-115.69,19.0,15,2.6,Clear
988,Teahupoo,PF,-17.83,-149.27,31.0,62,2.6,Clouds
989,Teahupoo,PF,-17.83,-149.27,31.0,62,2.6,Clouds
990,Tual,ID,-5.67,132.75,28.65,73,4.6,Clouds
991,Tual,ID,-5.67,132.75,28.65,73,4.6,Clouds
992,Yeppoon,AU,-23.13,150.73,21.0,64,3.1,Clouds
993,Yeppoon,AU,-23.13,150.73,21.0,64,3.1,Clouds
994,Boddam,GB,57.47,-1.78,5.56,73,1.0,Clouds
995,Boddam,GB,57.47,-1.78,5.56,73,1.0,Clouds
996,Vardø,NO,70.37,31.11,2.0,93,5.1,Clouds
997,Vardø,NO,70.37,31.11,2.0,93,5.1,Clouds
998,Faya,SA,18.39,42.45,19.0,52,2.91,Clouds
999,Faya,SA,18.39,42.45,19.0,52,2.91,Clouds
1000,Vallenar,CL,-28.57,-70.76,18.98,48,1.18,Clear
1001,Vallenar,CL,-28.57,-70.76,18.98,48,1.18,Clear
1002,Phang Nga,TH,8.44,98.53,26.0,94,1.0,Rain
1003,Phang Nga,TH,8.45,98.53,26.0,94,1.0,Rain
1004,Arkadelphia,US,34.12,-93.05,29.0,70,3.6,Clouds
1005,Arkadelphia,US,34.12,-93.05,29.0,70,3.6,Clouds
1006,Shelby,US,35.2,-89.87,27.78,88,2.6,Clouds
1007,Shelby,US,35.2,-89.87,27.78,88,2.6,Clouds
1008,Sungai Raya,ID,0.7,108.9,26.42,84,1.32,Clouds
1009,Sungai Raya,ID,0.7,108.9,26.42,84,1.32,Clouds
1010,Alofi,NU,-19.06,-169.92,28.0,74,2.1,Clouds
1011,Alofi,NU,-19.06,-169.92,28.0,74,2.1,Clouds
1012,Udachny,RU,66.42,112.4,3.0,47,4.0,Clouds
1013,Udachny,RU,66.42,112.4,3.0,47,4.0,Clouds
1014,Karratha,AU,-20.74,116.85,20.18,51,3.63,Clear
1015,Karratha,AU,-20.74,116.85,20.18,51,3.63,Clear
1016,Turan,VN,16.07,108.22,25.0,88,1.0,Clouds
1017,Turan,VN,16.07,108.22,25.0,88,1.0,Clouds
1018,Grahamstown,ZA,-33.3,26.53,16.11,87,1.79,Clear
1019,Grahamstown,ZA,-33.3,26.53,16.11,87,1.79,Clear
1020,Kumul,CN,42.8,93.45,19.06,25,5.91,Clouds
1021,Kumul,CN,42.8,93.45,19.06,25,5.91,Clouds
1022,Arawa,PG,-6.21,155.54,27.32,80,2.04,Rain
1023,Arawa,PG,-6.21,155.54,27.32,80,2.04,Rain
1024,Pedasí,PA,7.53,-80.03,28.96,74,4.23,Rain
1025,Trofors,NO,65.53,13.41,5.0,80,3.6,Rain
1026,Trofors,NO,65.53,13.41,5.0,80,3.6,Rain
1027,Yafran,LY,32.06,12.53,18.3,30,2.11,Clouds
1028,Yafran,LY,32.06,12.53,18.3,30,2.11,Clouds
1029,Surdulica,RS,42.69,22.17,5.56,78,0.42,Clouds
1030,Surdulica,RS,42.69,22.17,5.56,78,0.42,Clouds
1031,Atbasar,KZ,51.8,68.33,6.01,57,1.72,Clear
1032,Atbasar,KZ,51.8,68.33,6.01,57,1.72,Clear
1033,Bengkulu,ID,-3.8,102.27,24.53,86,2.25,Clouds
1034,Bengkulu,ID,-3.8,102.27,24.53,86,2.25,Clouds
1035,Deputatsky,RU,69.3,139.9,-10.2,90,0.49,Clouds
1036,Deputatsky,RU,69.3,139.9,-10.2,90,0.49,Clouds
1037,Plovdiv,BG,42.15,24.75,15.0,51,8.2,Clouds
1038,Plovdiv,BG,42.15,24.75,15.0,51,8.2,Clouds
1039,Kuvandyk,RU,51.48,57.36,9.73,46,1.42,Clear
1040,Kuvandyk,RU,51.48,57.36,9.73,46,1.42,Clear
1041,Baculin,PH,7.45,126.58,26.44,80,1.36,Clear
1042,Baculin,PH,7.45,126.58,26.44,80,1.36,Clear
1043,Ayan,RU,56.45,138.17,0.9,86,1.61,Clouds
1044,Ayan,RU,56.45,138.17,0.9,86,1.61,Clouds
1045,General Roca,AR,-39.03,-67.58,18.0,42,3.6,Clouds
1046,General Roca,AR,-39.03,-67.58,18.0,42,3.6,Clouds
1047,Brae,GB,60.4,-1.35,4.0,80,2.1,Clouds
1048,Brae,GB,60.4,-1.35,4.0,80,2.1,Clouds
1049,Lourdes,FR,43.1,-0.05,23.0,49,3.6,Clouds
1050,Lourdes,FR,43.1,-0.05,23.0,49,3.6,Clouds
1051,Surab,PK,28.49,66.26,19.34,17,2.63,Clear
1052,Surab,PK,28.49,66.26,19.34,17,2.63,Clear
1053,Torrox,ES,36.76,-3.95,20.0,68,0.89,Clear
1054,Torrox,ES,36.76,-3.95,20.0,68,0.89,Clear
1055,Shubarshi,KZ,48.59,57.19,11.58,42,5.5,Clouds
1056,Shubarshi,KZ,48.59,57.19,11.58,42,5.5,Clouds
1057,Griffith,US,41.53,-87.42,8.0,75,4.18,Clouds
1058,Griffith,US,41.53,-87.42,8.0,75,4.18,Clouds
1059,Aranos,NA,-24.13,19.12,19.34,16,5.32,Clear
1060,Aranos,NA,-24.13,19.12,19.34,16,5.32,Clear
1061,Richards Bay,ZA,-28.78,32.04,19.1,88,1.36,Clouds
1062,Richards Bay,ZA,-28.78,32.04,19.1,88,1.36,Clouds
1063,Kyshtovka,RU,56.55,76.63,0.27,89,3.38,Clear
1064,Kyshtovka,RU,56.55,76.63,0.27,89,3.38,Clear
1065,Camacha,PT,33.08,-16.33,19.0,68,4.1,Clouds
1066,Camacha,PT,33.08,-16.33,19.0,68,4.1,Clouds
1067,Daru,PG,-9.08,143.21,26.65,87,8.41,Rain
1068,Daru,PG,-9.08,143.21,26.65,87,8.41,Rain
1069,Navrongo,GH,10.9,-1.09,32.68,41,1.14,Rain
1070,Navrongo,GH,10.9,-1.09,32.68,41,1.14,Rain
1071,Bhīkhi,IN,30.07,75.53,24.33,55,6.99,Rain
1072,Lander,US,42.83,-108.73,16.0,13,8.2,Clear
1073,Lander,US,42.83,-108.73,16.0,13,8.2,Clear
1074,Namatanai,PG,-3.67,152.43,28.07,80,3.55,Rain
1075,Namatanai,PG,-3.67,152.43,28.07,80,3.55,Rain
1076,Qasigiannguit,GL,68.82,-51.19,-5.0,62,6.2,Snow
1077,Qasigiannguit,GL,68.82,-51.19,-5.0,62,6.2,Snow
1078,Beaverlodge,CA,55.22,-119.44,8.0,75,4.6,Clouds
1079,Beaverlodge,CA,55.22,-119.44,8.0,75,4.6,Clouds
1080,Lavrentiya,RU,65.58,-171.0,-0.44,91,2.71,Clear
1081,Lavrentiya,RU,65.58,-171.0,-0.44,91,2.71,Clear
1082,Panabá,MX,21.3,-88.27,31.62,55,7.34,Clear
1083,Panabá,MX,21.28,-88.27,31.94,54,7.26,Clear
1084,São Miguel do Araguaia,BR,-13.27,-50.16,24.44,69,0.9,Clouds
1085,São Miguel do Araguaia,BR,-13.28,-50.16,24.31,69,0.92,Clouds
1086,Abong Mbang,CM,3.98,13.18,21.31,77,0.66,Clouds
1087,Abong Mbang,CM,3.98,13.18,21.31,77,0.66,Clouds
1088,Hirara,JP,24.8,125.28,23.0,100,0.5,Clouds
1089,Hirara,JP,24.8,125.28,23.0,100,0.5,Clouds
1090,Monterey,US,36.25,-121.25,27.22,27,7.2,Clear
1091,Monterey,US,36.25,-121.25,27.22,27,7.2,Clear
1092,Chara,RU,56.91,118.26,2.52,53,0.5,Clear
1093,Chara,RU,56.91,118.26,2.52,53,0.5,Clear
1094,Vichuga,RU,57.21,41.93,12.36,91,3.55,Rain
1095,Vichuga,RU,57.21,41.93,12.36,91,3.55,Rain
1096,Port Moresby,PG,-9.44,147.18,27.0,88,7.7,Clouds
1097,Port Moresby,PG,-9.44,147.18,27.0,88,7.7,Clouds
1098,Nemuro,JP,43.32,145.57,7.97,85,9.44,Clouds
1099,Nemuro,JP,43.32,145.57,7.97,85,9.44,Clouds
1100,Hofn,IS,64.25,-15.21,7.66,76,8.92,Clouds
1101,Hofn,IS,64.25,-15.21,7.66,76,8.92,Clouds
1102,Khorinsk,RU,52.17,109.77,3.59,53,1.92,Clear
1103,Khorinsk,RU,52.17,109.77,3.59,53,1.92,Clear
1104,Cervo,ES,43.67,-7.41,15.6,69,2.38,Clear
1105,Cervo,ES,43.67,-7.41,15.6,69,2.38,Clear
1106,Chimbote,PE,-9.09,-78.58,22.12,75,5.14,Clouds
1107,Chimbote,PE,-9.09,-78.58,22.12,75,5.14,Clouds
1108,Arteaga,MX,18.47,-102.42,31.51,21,3.53,Clouds
1109,Arteaga,MX,18.47,-102.42,31.51,21,3.53,Clouds
1110,Tautira,PF,-17.73,-149.15,31.0,62,2.6,Clouds
1111,Tautira,PF,-17.73,-149.15,31.0,62,2.6,Clouds
1112,Avera,US,33.19,-82.53,30.0,45,4.1,Clear
1113,Avera,US,33.19,-82.53,30.0,45,4.1,Clear
1114,Pāveh,IR,35.04,46.36,15.23,23,5.08,Clouds
1115,Pāveh,IR,35.04,46.36,15.23,23,5.08,Clouds
1116,Gigmoto,PH,13.78,124.39,27.74,85,3.8,Clouds
1117,Gigmoto,PH,13.78,124.39,27.74,85,3.8,Clouds
1118,Pushkinskiye Gory,RU,57.02,28.91,7.42,73,1.62,Clouds
1119,Pushkinskiye Gory,RU,57.02,28.91,7.42,73,1.62,Clouds
1120,Mandalgovi,MN,45.76,106.27,12.23,19,3.93,Clouds
1121,Mandalgovi,MN,45.76,106.27,12.23,19,3.93,Clouds
1122,Morehead,US,37.27,-87.18,24.0,33,2.06,Clear
1123,Morehead,US,37.27,-87.18,24.0,33,2.06,Clear
1124,Kharian,PK,32.81,73.86,23.0,69,5.1,Smoke
1125,Kharian,PK,32.81,73.86,23.0,69,5.1,Smoke
1126,Ayagoz,KZ,47.97,80.44,4.13,54,4.85,Clear
1127,Ayagoz,KZ,47.97,80.44,4.13,54,4.85,Clear
1128,San Vicente,AR,-26.62,-54.13,17.23,67,0.74,Clouds
1129,San Vicente,AR,-26.62,-54.13,17.23,67,0.74,Clouds
1130,Orchard Homes,US,46.86,-114.05,14.44,24,7.2,Clouds
1131,Orchard Homes,US,46.86,-114.05,14.44,24,7.2,Clouds
1132,Ballyshannon,IE,54.5,-8.18,8.89,72,2.24,Clear
1133,Ballyshannon,IE,54.5,-8.18,8.89,72,2.24,Clear
1134,Gladstone,AU,-23.85,151.25,20.0,64,4.1,Clouds
1135,Gladstone,AU,-23.85,151.25,20.0,64,4.1,Clouds
1136,Champerico,GT,14.3,-91.92,34.0,49,4.1,Haze
1137,Champerico,GT,14.3,-91.92,34.0,49,4.1,Haze
1138,Trairi,BR,-3.28,-39.27,25.42,93,6.87,Rain
1139,Trairi,BR,-3.28,-39.27,25.42,93,6.87,Rain
1140,Alta Floresta,BR,-9.88,-56.09,30.0,62,3.1,Clouds
1141,Alta Floresta,BR,-9.88,-56.09,30.0,62,3.1,Clouds
1142,Lyngseidet,NO,69.58,20.22,1.0,90,8.2,Snow
1143,Lyngseidet,NO,69.58,20.22,1.0,90,8.2,Snow
1144,Chimoré,BO,-16.99,-65.15,24.1,87,0.96,Rain
1145,Chimoré,BO,-16.98,-65.13,24.1,87,0.95,Rain
1146,Oil City,US,41.43,-79.71,8.89,65,3.1,Clouds
1147,Oil City,US,41.43,-79.71,8.89,65,3.1,Clouds
1148,Cuamba,MZ,-14.8,36.54,16.8,76,1.29,Clear
1149,Cuamba,MZ,-14.8,36.54,16.8,76,1.29,Clear
1150,Hambantota,LK,6.12,81.12,27.43,84,4.08,Clouds
1151,Hambantota,LK,6.12,81.12,27.43,84,4.08,Clouds
1152,Barra Patuca,HN,15.8,-84.28,28.93,67,5.04,Clouds
1153,Barra Patuca,HN,15.8,-84.28,28.93,67,5.04,Clouds
1154,Manggar,ID,-2.88,108.27,27.15,82,1.08,Clouds
1155,Manggar,ID,-2.88,108.27,27.15,82,1.08,Clouds
1156,Voh,NC,-20.97,164.7,22.5,85,1.34,Rain
1157,Voh,NC,-20.97,164.7,22.5,85,1.34,Rain
1158,Aasiaat,GL,68.71,-52.87,-5.68,92,4.96,Clouds
1159,Aasiaat,GL,68.71,-52.87,-5.68,92,4.96,Clouds
1160,Tupik,RU,54.43,119.93,3.21,54,0.89,Clear
1161,Tupik,RU,54.43,119.93,3.21,54,0.89,Clear
